Official	LFC	FDR
TRIM3	-8.0414	0.961883
HTR1F	-7.9303	0.961883
LYL1	-7.9475	0.961883
GFRA1	-7.6021	0.961883
SHANK3	-7.5793	0.961883
PCDHGB3	-6.993	0.908957
AICDA	-7.862	0.961883
PRSS50	-6.7198	0.961883
BHLHB9	-7.5069	0.961883
MARVELD2	-7.5948	0.961883
DIAPH2	-7.2774	0.961883
DCUN1D2	-7.9605	0.961883
PDHA2	-7.9434	0.961883
OR13C7P	-7.8114	0.961883
KCNE1	-7.7429	0.961883
NFYA	-7.8862	0.961883
NUDT11	-7.9085	0.961883
NFKBIB	-7.9062	0.961883
TNFRSF10D	-7.733	0.961883
FAM228A	-7.8703	0.961883
SLC32A1	-7.4139	0.961883
CXADR	-7.2282	0.961883
SMIM3	-7.5204	0.961883
ZNF525	-7.5597	0.961883
BCDIN3D	-7.4702	0.958301
RPL23A	-6.4501	0.958962
CD22	-7.8134	0.959316
SLC6A5	-7.7713	0.96382
SLC25A44	-8.0914	0.959479
MYSM1	-7.5766	0.959479
PDZD7	-7.7224	0.959479
KRT36	-7.5108	0.959479
TRPA1	-8.0374	0.963993
LGALS3	-7.7085	0.963993
BCL7A	-7.8964	0.963993
HIPK2	-7.8891	0.963993
SNRPA	-6.0104	0.964009
ZNF486	-7.7965	0.959677
AL133318.1	-7.7534	0.959677
LIG1	-7.7358	0.959677
HYAL1	-7.6157	0.959715
C8orf74	-7.7262	0.964975
KCNH7	-6.8376	0.964975
TUBB6	-7.541	0.964975
KIAA0232	-7.3403	0.964975
C10orf111	-6.8943	0.965332
IDH3A	-7.1745	0.965494
UPP1	-7.8197	0.965494
PMS1	-7.9322	0.965494
SLC10A6	-7.9825	0.965494
COL15A1	-7.8047	0.965494
CDH1	-7.9437	0.965494
IL23A	-8.0192	0.965494
GGA2	-7.7554	0.966051
C17orf66	-7.9529	0.966051
OTX2	-7.7206	0.966051
ZNF408	-7.7206	0.966051
WSCD1	-7.7679	0.966051
PPP2R5A	-7.9284	0.966051
WASF3	-7.6676	0.966051
VEZT	-4.7994	0.953974
SLC35G5	-7.9187	0.960045
GPR149	-7.7413	0.966051
LRRC6	-6.8912	0.966051
WFDC5	-7.2815	0.966051
CERS1	-6.4512	0.966051
GPR87	-7.5028	0.966051
RSPO3	-7.437	0.966051
XYLT2	-6.2664	0.966051
AL133481.1	-7.8929	0.966051
PLEKHA4	-7.7569	0.966107
IGFN1	-7.6129	0.966107
TAS2R31	-7.807	0.966107
ZFPL1	-7.1021	0.966107
RBM45	-7.8589	0.961253
TRIO	-7.9532	0.966383
PPT1	-7.8124	0.966383
RIMS3	-7.9967	0.966383
RBM5	-7.1652	0.966383
ARF1	-5.8787	0.967142
IGSF9B	-7.5434	0.967142
TRBJ2-3	0.069307	0.949396
HTR3D	-7.8092	0.967142
OMP	-8.0191	0.967142
DUSP14	-7.673	0.967142
L3MBTL3	-6.4822	0.967142
FAM214A	-7.3203	0.967142
CPED1	-7.069	0.967142
SCGB1C1	-7.9515	0.967142
TAF7L	-7.0045	0.967142
RELB	-7.1917	0.967142
TSC22D3	-7.3109	0.967142
GPR137C	-7.5056	0.961883
ZDHHC18	-7.6816	0.961883
ANGPT4	-7.6272	0.961883
CDH10	-7.5963	0.961883
GARS	-6.3065	0.961883
GABRB1	-7.9493	0.967607
BNIP2	-7.9303	0.967607
LRRC1	-7.9642	0.967607
BMPR2	-7.6969	0.967607
CCSER1	-7.9568	0.967607
HIST1H2AA	-7.9284	0.967607
CAB39	-7.9512	0.967607
RP11-318A15.7	-7.6346	0.931241
OR5B12	-7.2294	0.968396
MYCT1	-6.8932	0.961883
REM1	-7.6291	0.968897
CEP76	-7.627	0.968897
PLA2R1	-7.6236	0.968897
BEST3	-7.805	0.962099
SPATA4	-7.867	0.962099
TH	-7.7063	0.968897
YBX3	-7.8565	0.968897
IGLV3-16	-7.6675	0.968897
MARK3	-7.2638	0.968897
YPEL2	-7.7619	0.968897
KCNU1	-7.7288	0.968897
PPP1R1C	-7.3953	0.968897
KBTBD7	-6.9807	0.968897
CYP2W1	-6.8529	0.96382
PCDH12	-7.9823	0.968897
OR56A1	-8.0421	0.968897
C2orf69	-7.6151	0.968897
CHAC1	-7.4197	0.968897
TMEM238	-7.7362	0.968897
RP1-309K20.6	-6.0947	0.906973
AP1S1	-7.6108	0.964009
PGBD2	-7.8253	0.969336
SLC30A7	-6.3609	0.969336
TMOD3	-7.7313	0.964975
HIPK1	-7.721	0.955814
PPP2R3B	-7.6744	0.9715
CTNS	-7.5532	0.9715
RP11-447L10.1	-6.8841	0.9715
SLC35A2	-7.6702	0.9715
ZNF845	-8.0136	0.9715
TMEM43	-7.6937	0.9715
SDC3	-7.683	0.9715
HPCAL4	-8.0119	0.9715
GFRA3	-7.9768	0.9715
GLDN	-6.1833	0.9715
PLA2G12B	-7.4794	0.966051
ITPRIP	-7.6108	0.966051
SLC31A2	-7.4465	0.971912
INSM1	-8.081	0.966051
SLFN14	-7.0384	0.973006
EPB41L3	-7.8219	0.973006
ZNF501	-7.7029	0.973062
FAM13A	-7.5864	0.973062
ZNF134	-7.2867	0.973062
TM4SF19	-7.4178	0.982856
PLXNA4	-7.5517	0.966956
CYP4B1	-7.8589	0.966956
CAMK2N2	-7.8301	0.966956
S100Z	-8.0285	0.973062
ETFDH	-7.9544	0.973062
ANXA7	-7.9477	0.973062
GLRB	-7.367	0.973062
SFN	-7.9699	0.973062
PLEKHG5	-7.385	0.973062
GON4L	-7.2196	0.973062
OR3A2	-7.6337	0.973062
STRA6	-7.4356	0.973062
ALG9	-6.9705	0.985127
LIMS3L	-8.1557	0.95183
MAST4	-7.7446	0.967142
HOXC6	-7.893	0.973062
TXNIP	-7.6746	0.973062
ATAD2	-7.6792	0.973062
GPR68	-7.7268	0.973062
PNLIPRP2	-7.7257	0.973062
MTSS1	-7.6537	0.973062
SMIM18	-8.0077	0.973062
FAM175B	-7.9509	0.973062
RHBDF1	-7.4114	0.973085
EMC10	-7.3821	0.973085
GALNT8	-7.6515	0.973258
GNPNAT1	-7.0409	0.973258
AGBL3	-7.9563	0.973258
CELA3B	-7.6515	0.973281
LGR4	-7.8362	0.973281
AL645608.1	-7.7552	0.958163
PLK3	-7.4607	0.973594
PPID	-8.0402	0.973594
RIMBP3B	-7.9454	0.973594
ACER3	-7.9766	0.973594
IMPAD1	-7.9341	0.973594
HOXD11	-7.9529	0.973594
SLCO5A1	-7.9694	0.973594
RNF135	-8.0418	0.973594
KDM5C	-8.0082	0.973594
BCAS4	-7.4309	0.968897
CABP5	-7.7749	0.974749
C10orf12	-7.5728	0.974818
ATP9B	-7.6648	0.974818
MED29	-6.3793	0.958163
TTLL4	-7.8007	0.968897
DMXL1	-7.6396	0.968897
KIAA1875	-7.9457	0.968897
PNCK	-7.516	0.968897
UGT1A3	-7.8548	0.918112
CCDC181	-7.3489	0.976635
ITGAX	-7.3904	0.976635
GNB3	-7.1999	0.976635
ZNF750	-7.867	0.969725
CACNG1	-7.649	0.970245
C2orf47	-7.411	0.976683
AC104057.1	-7.7538	0.976683
GMPR	-7.4196	0.976683
LILRA3	-7.5528	0.976683
CYBRD1	-7.7957	0.976683
LY6G6F	-8.892	1
ACYP2	-7.6152	0.976889
TEX30	-6.6464	0.976889
LUC7L	-7.2857	0.976889
ACAN	-7.5438	0.976889
ASXL1	-7.1212	0.977216
GMEB2	-7.2781	0.977216
RP11-598P20.5	-5.2278	0.977216
AGER	-7.3977	0.971521
SPAG1	-6.7248	0.972048
MATN3	-7.2627	0.977216
RP11-351M8.1	-6.6701	0.972048
C1orf189	-7.7325	0.977216
DTWD2	-7.9062	0.977216
C15orf41	-7.8153	0.977216
ZNF692	-7.8588	0.977216
MSH2	-7.8206	0.977216
SLC25A32	-7.6831	0.977216
TRPM6	-7.8989	0.977216
HSH2D	-7.7613	0.977216
ZNF724P	-7.9128	0.977216
CHCHD5	-7.9583	0.977216
SPIDR	-7.9729	0.977216
DMBT1	-7.9283	0.977216
MAGI1	-7.4927	0.977216
KCTD13	-7.9359	0.977216
RP4-583P15.15	-7.0553	0.942378
ATG9B	-7.6616	0.977216
FSD2	-7.4607	0.977216
NFASC	-6.8024	0.977216
PCDP1	-7.4718	0.977216
EDEM3	-7.3652	0.977588
FLJ00388	-7.7972	0.977588
HLA-DOA	-7.4394	0.977588
ERMP1	-7.6907	0.973062
BSX	-8.0212	0.977588
DKFZP667F0711	-7.8932	0.977588
SLC6A6	-7.8379	0.977588
PPARD	-7.9902	0.977588
C17orf112	-7.7843	0.977588
SEMA5B	-7.3323	0.977588
CGRRF1	-7.3806	0.977588
UROC1	-7.7778	0.977588
XK	-7.6229	0.977588
GUK1	-5.8733	0.977588
INSL4	-7.4315	0.977588
C9orf57	-7.7718	0.977588
PRRT3	-7.5982	0.977588
SMIM1	-6.6445	0.977588
FRG2B	-7.3522	0.955814
TBC1D25	-7.8384	0.973594
RHBDL2	-7.4661	0.978591
COLCA2	-7.4812	0.978591
KCNQ2	-7.9069	0.973594
STK32A	-7.5667	0.973594
TMCO4	-6.5135	0.973594
SH3TC2	-7.4418	0.973594
EFCAB8	-7.8717	0.980202
MTPN	-6.6847	0.980202
RP11-77K12.1	-8.1458	0.955814
RNPC3	-5.4424	0.961883
TBL1Y	-7.6275	0.980397
SYCP2L	-8.0058	0.975229
CD52	-7.702	0.980397
NT5DC2	-7.2002	0.980397
E2F7	-7.5744	0.980397
LSR	-7.8515	0.980397
EPB42	-8.0119	0.980397
RASSF6	-7.832	0.980397
CNOT8	-7.7815	0.980397
ERG	-7.9066	0.980397
TAF9B	-7.6762	0.980397
SENP8	-7.7526	0.980397
PPM1H	-7.8609	0.980397
TMEM212	-7.9381	0.980397
ATP5G3	-7.8382	0.980397
GATM	-8.028	0.980397
CLIC2	-7.9852	0.980397
TTLL8	-7.9225	0.980397
MECR	-7.9108	0.980397
APOL6	-7.9167	0.980397
C11orf31	-7.6167	0.980397
CRP	-6.8189	0.980397
RP11-468E2.6	-7.3045	0.980397
C1orf87	-7.6812	0.980397
SPRY1	-7.7061	0.980397
HMCN2	-7.8092	0.976936
KRT81	-7.954	0.980623
EDNRB	-7.8543	0.980623
RFX1	-7.9907	0.980623
LIMS2	-7.7771	0.980865
AMPD2	-7.6997	0.980865
RAB5C	-8.2331	0.890881
PRB2	-7.26	0.962099
KLK7	-7.8903	0.981164
TRPC1	-7.0003	0.977216
PTAFR	-7.856	0.981164
PROZ	-7.8546	0.981164
PCDHB14	-7.7396	0.981164
FAM151B	-7.8791	0.977588
PIP4K2C	-6.3494	1
RPS6KC1	-7.5933	0.981164
CABS1	-7.1459	0.981164
RAB40C	-7.5449	0.981164
AC079354.2	-7.2719	0.948525
ANKRD54	-8.0965	0.964009
IGKV5-2	-7.9197	0.981164
RP11-65D24.2	-8.0669	0.977588
OR51G2	-7.6443	0.977588
TMC6	-7.8466	0.977588
AL391421.1	-7.3592	0.981164
RASL10B	-7.6225	0.981164
CHD7	-7.1024	0.981164
PRAMEF4	-7.1892	0.981164
DOK1	-7.7045	0.981164
MUCL1	-7.5457	0.981164
PARP3	-7.5541	0.981164
CMPK2	-7.903	0.981164
UTRN	-7.9301	0.981164
ST6GALNAC2	-7.9301	0.981164
PDE3B	-7.9617	0.981164
ARIH2OS	-8.0058	0.981164
PAPPA	-7.7248	0.981164
SERPINE2	-7.9507	0.981164
PARD6A	-7.6414	0.981164
PDGFRB	-7.8603	0.981164
IFT88	-7.7692	0.981164
IL21R	-7.8628	0.981164
PTP4A3	-7.3544	0.981164
ZFAND2A	-7.6276	0.981164
PSPN	-7.4713	0.981164
WNT2	-7.5841	0.981164
PGPEP1L	-7.1378	0.981164
TEX19	-7.757	0.965593
TRAV26-1	-6.7048	0.981164
CMYA5	-7.7133	0.981164
LYPLAL1	-7.3926	0.981164
SLC22A17	-7.6084	0.981164
ENSA	-7.7926	0.981164
AP000350.10	-7.6324	0.981164
SCARF1	-7.9366	0.981164
NECAP1	-7.8898	0.981164
DNAJC7	-7.6395	0.981164
REEP1	-7.6603	0.981164
RPH3A	-7.7013	0.981164
SPON2	-7.6651	0.981164
VEPH1	-7.6884	0.981164
BICC1	-7.8047	0.981164
TBC1D16	-7.7794	0.980397
MTFMT	-7.1934	0.980397
KRT74	-7.3522	0.980397
RORA	-7.4097	0.982327
IGKV1D-16	-7.5466	0.980865
MSI2	-7.1654	0.982327
IFNA21	-7.7536	0.982327
SLC12A5	-7.4552	0.982327
SETD4	-6.9943	0.982327
GCNT7	-7.2932	0.982327
MAT2B	-7.1409	0.982327
RLBP1	-7.2596	0.982327
RP11-477N12.3	-7.7019	0.982327
TMEM8C	-7.3862	0.982327
CCNB3	-7.8134	0.982327
SLC6A14	-7.7203	0.982327
MINPP1	-7.2172	0.982327
OAS3	-6.7761	0.982327
THRSP	-7.4144	0.982327
NLRP13	-7.6878	0.982327
CCDC33	-7.2101	0.982327
TM2D3	-7.6862	0.981164
SDS	-8.0102	0.982327
ALAS1	-8.0102	0.982327
PRAM1	-7.9507	0.982327
SDC4	-7.109	0.982327
C9orf47	-7.4418	0.982327
C2orf72	-7.5717	0.981164
IQUB	-7.5466	0.981164
ITPR2	-7.3759	0.982327
FTSJ1	-7.9185	0.982327
ADPRH	-7.9741	0.982327
ZNF732	-8.0224	0.982327
WDR91	-7.2977	0.982327
MPP2	-7.7021	0.982327
RP11-1220K2.2	-7.2127	0.981164
RP11-96O20.4	-8.8619	1
AC132186.1	-7.2184	0.982327
TRMT1L	-6.9309	0.982327
BHLHE22	-7.5056	0.982327
FLJ00418	-7.4029	0.982327
IGKV2D-24	-7.0359	0.982327
KIF2C	-7.7685	0.982327
GALNT5	-7.5418	0.982327
AC078925.1	-7.4673	0.982327
CA5A	-7.9069	0.982327
KIF19	-7.8819	0.982327
EPHA6	-7.7893	0.982327
SERPINA12	-7.7714	0.982327
TNFSF14	-7.9142	0.982327
WWC3	-7.7253	0.982327
ACSL6	-7.8799	0.982327
DHRS4	-7.6803	0.982327
F2RL2	-7.6929	0.982327
PDIA4	-7.7085	0.982327
TTL	-7.8102	0.982327
CLSTN3	-7.8747	0.982327
TPSG1	-7.6647	0.982327
S100PBP	-6.8691	0.982856
ZNF358	-7.7708	0.981784
SNX3	-7.8294	0.982856
ATP2C1	-8.0134	0.982856
C7orf55	-8.1086	0.930686
INA	-7.6363	0.982856
CCNB1IP1	-7.8911	0.982327
CBLN1	-7.281	0.982327
MAP1B	-7.1999	0.982327
GAL3ST3	-7.0582	0.982327
BCS1L	-7.9426	0.982856
GPALPP1	-7.2141	0.982856
IPMK	-7.308	0.982856
LRRC14B	-7.4742	0.982856
TRIM39-RPP21	-7.6278	0.982856
RP1-27O5.3	-7.6938	0.982856
ZBTB22	-8.0024	0.982856
CHN1	-7.8235	0.982856
ETFA	-7.4794	0.982856
AC004817.1	-7.7269	0.982327
LECT1	-6.9705	0.982327
KIF1A	-7.6511	0.982856
IFNK	-7.4921	0.982856
DNAAF2	-7.1721	0.982856
LGMN	-6.9345	0.982856
PSMD9	-8.1017	0.961883
RAB11A	-7.901	0.982856
PAPLN	-7.9069	0.982856
RANBP17	-8.0187	0.982856
LAMB1	-7.7762	0.982856
C9orf53	-7.9185	0.982856
ECHS1	-7.9029	0.982856
MINK1	-7.9242	0.982856
HLA-DPA1	-7.9374	0.982856
FAM101B	-7.1999	0.982327
ZNF513	-7.3808	0.982327
WRNIP1	-7.9873	0.982327
GALNT16	-7.5415	0.982327
CCDC78	-7.8301	0.982327
RBM47	-6.7068	0.982327
CCDC8	-7.788	0.982856
FUK	-8.0154	0.982856
TPMT	-7.8254	0.982856
C8orf33	-7.8174	0.982856
FASN	-7.8114	0.982856
C17orf75	-7.6684	0.982856
MZT2A	-7.1617	0.982856
ZNF627	-7.888	0.982856
CACNA2D3	-7.397	0.982856
VIT	-7.1586	0.982856
SLURP1	-7.4561	0.982856
TMEM18	-7.6157	0.982856
OR2T11	-7.5491	0.982856
C6orf47	-8.0563	0.982327
C9orf50	-7.6816	0.982856
S100A5	-7.202	0.982856
ITIH5	-7.366	0.982856
SHCBP1	-7.1901	0.982856
FAM118A	-7.7201	0.982856
MEGF9	-7.163	0.982856
EIF2S2	-5.549	0.982856
GABRB2	-7.8318	0.982856
WFDC6	-8.129	0.961883
PCYOX1L	-7.2424	0.982856
MEP1B	-7.8749	0.982856
RAMP3	-7.711	0.982856
ETFB	-7.8674	0.982856
SLC2A4	-7.7613	0.982856
TCF24	-7.8404	0.982856
PKP1	-7.8686	0.982856
ZNF276	-7.9121	0.982856
HIST1H4I	-7.7155	0.982856
CCR8	-7.7223	0.982856
POPDC3	-7.7087	0.982856
SORCS2	-7.6156	0.982856
TGFBR3L	-7.2871	0.982856
SMPDL3A	-7.741	0.982856
C19orf18	-7.534	0.982856
TGIF2-C20orf24	-7.5907	0.982856
ARHGDIA	-7.7577	0.982856
SIX2	-7.961	0.982856
BIVM	-7.6846	0.983146
KLRC2	-7.8871	0.901833
NEGR1	-6.7331	0.984813
CAGE1	-7.0281	0.984813
ENPP2	-7.458	0.982856
IRG1	-7.4634	0.982856
C1orf131	-7.0223	0.982856
TRAJ43	-7.2084	1
HSDL2	-7.6453	0.985085
ZHX2	-7.9237	0.985085
SCIN	-7.004	0.985085
C6orf201	-7.3694	0.985085
VRK1	-7.1267	0.985085
TNFRSF10A	-7.0838	0.985085
C5orf27	-7.9429	0.985085
TMEM116	-7.7278	0.985085
UNC5B	-7.5867	0.985085
PPAPDC1A	-7.895	0.985085
C6orf120	-7.899	0.985085
XKR4	-7.3864	0.985127
EFHC1	-7.6949	0.985127
IL5RA	-7.4309	0.982856
TNFAIP8L3	-7.3481	0.985127
CNRIP1	-7.3546	0.985127
EML2	-7.0991	0.985127
MT1M	-7.4579	0.985127
RPS10-NUDT3	-8.0528	0.982856
TNFRSF12A	-8.0528	0.982856
IRF4	-7.6157	0.982856
PIP5K1C	-7.3921	0.982856
ADH1C	-7.7179	0.985573
SPERT	-7.6661	0.985573
DMP1	-7.6544	0.985573
GDF7	-7.3502	0.985573
NKD1	-7.5539	0.985573
AMFR	-7.6961	0.985573
SIGLEC1	-7.7823	0.985573
GJA4	-7.8512	0.985573
FHL2	-8.0093	0.985573
VGLL4	-7.9164	0.985573
FN3KRP	-7.8537	0.985573
ITLN1	-7.5853	0.985604
SMYD2	-7.8343	0.982856
KRTAP1-3	-7.8751	0.982856
SPEF2	-7.991	0.982856
TRGV1	-7.8134	0.982856
CYP2E1	-7.8629	0.983301
OTOGL	-7.7534	0.983301
PDCD1	-7.7577	0.983301
SIVA1	-7.7307	0.986104
B3GNT4	-7.9078	0.986104
KIAA0825	-7.637	0.986104
SKOR1	-7.8547	0.986104
FZD10	-7.7738	0.986104
LMOD2	-7.7468	0.986104
SNX2	-7.7832	0.986104
SLC25A16	-7.8785	0.986104
DNMT3L	-7.4275	0.986104
CAMKK1	-7.6792	0.986104
TRBV30	-7.4142	0.986104
OR8H3	-7.6083	0.986104
OR4S1	-6.67	0.986104
RP11-131H24.4	-7.0077	0.985085
ZNF154	-7.5184	0.986104
CD7	-6.9632	0.986104
MAPK9	-7.891	0.986104
LRRC61	-7.6823	0.986104
SMIM7	-8.8394	1
CDK11A	-5.7036	0.986104
FAM19A2	-7.2611	0.986104
ACCS	-7.3821	0.986104
SYT13	-8.0097	0.986104
ADAMTS17	-7.9682	0.986104
UGT1A8	-7.9048	0.986104
KIAA1614	-7.9717	0.986104
MYO6	-7.9145	0.986104
TRBV7-6	-7.0063	0.986104
BTRC	-7.7664	0.986104
AC026740.1	-7.4685	0.985197
TMPRSS11BNL	-8.23	0.940694
WDR52	-6.823	0.986779
MSC	-7.1412	0.986779
SLC44A4	-7	0.986779
ADAM33	-7.4371	0.986779
USP17L13	-7.181	0.986779
MAP2	-7.8001	0.986779
RASSF1	-7.4765	0.986779
RP1-102H19.8	-6.4501	0.940694
TTC16	-7.9745	0.986779
GRPEL2	-7.867	0.986779
TAS2R3	-7.9933	0.986779
TCHHL1	-7.8237	0.986779
OTX1	-7.6836	0.986779
KIF3C	-7.0437	0.986779
CYP2C9	-7.5964	0.986779
NPNT	-7.8871	0.985573
KCNH4	-7.6108	0.985573
SOBP	-7.9419	0.985573
FAM21B	-7.7534	0.985573
CTPS2	-7.903	0.985573
ARL5B	-8.0094	0.985573
HRH4	-7.903	0.985573
PALM	-7.7783	0.986902
CD96	-7.53	0.986902
CLEC18A	-7.6907	0.986902
EDA	-7.6031	0.986902
LCAT	-7.6024	0.986902
TIMD4	-7.2327	0.986902
SMOC1	-7.5393	0.986902
CHP1	-7.3309	0.986902
TPSD1	-7.8609	0.986902
C10orf82	-7.7145	0.986902
NDUFA12	-7.6778	0.986902
NT5C2	-7.2686	0.986902
AAED1	-7.1822	0.986902
PYCR2	-8.0879	0.906973
YIPF3	-8.0421	0.986104
SLC4A11	-7.9534	0.986104
AIRE	-7.749	0.986104
TMEM194A	-7.749	0.986104
RP11-114H20.1	-7.516	0.986104
C16orf86	-7.9342	0.986104
GPCPD1	-7.7358	0.986104
WIZ	-6.2699	0.986902
PPP1R37	-7.0106	0.986902
PP13004	-6.8459	0.986902
TMEM19	-7.187	0.986104
PPM1N	-7.275	0.986104
BOLA2	-6.8114	1
CYTH2	-7.5004	0.968897
MTF1	-7.6552	0.986902
ABCA2	-7.8609	0.986902
BLID	-7.7306	0.986902
SPA17	-7.7097	0.986902
KRT85	-7.7525	0.986902
LIPE	-7.6799	0.986902
SLC15A5	-7.9195	0.986902
PDCL3	-6.4353	0.980865
NBPF24	-3.9441	0.949396
SEC14L1	-7.6396	0.986105
UTP11L	-6.4158	0.986902
MAFA	-5.7904	0.986902
S100A16	-7.7855	0.986902
TNIP2	-7.6274	0.986902
AC008060.7	-7.3465	0.986902
FKBP9	-7.072	0.986902
C6orf99	-7.3912	0.986902
FEM1B	-7.9277	0.986902
DUOX2	-7.6118	0.986902
LRRC42	-7.8989	0.986902
LAMC1	-7.6001	0.986902
PC	-7.9872	0.986902
ATP2A1	-7.8063	0.986902
CRYBB1	-7.8089	0.986902
MLEC	-7.7678	0.986902
C5orf56	-7.789	0.986902
RNF216	-6.9648	0.986902
CDK5RAP1	-7.2309	0.986902
CABYR	-7.3844	0.986902
GPX3	-7.3305	0.987793
GNAT1	-7.0173	0.987793
MYBL1	-7.6194	0.987793
DNMT3A	-7.4468	0.987793
EMR1	-7.6631	0.987793
NTF3	-7.8258	0.987793
GLCE	-6.9799	0.987793
AL590714.1	-7.6556	0.981164
FAM96A	-7.3898	0.98854
AL079342.1	-7.1636	0.98854
DUSP22	-6.67	0.98854
AL353354.2	-6.518	0.98854
GTSE1	-7.6348	0.986902
TLK2	-6.9516	0.989187
FAM86A	-7.7783	0.989187
HRSP12	-7.1501	0.989187
TPP1	-7.0965	0.989187
KIAA1644	-7.6736	0.989187
UNC93A	-7.5718	0.989187
RGS21	-6.6701	0.986902
CMA1	-7.9496	0.986902
UBXN11	-7.3139	0.989187
THEMIS2	-7.7857	0.989187
OR1D2	-8.0421	0.986902
TMC8	-8.0421	0.986902
GNG12	-8.0168	0.986902
SLC39A6	-8.0094	0.986902
C18orf42	-7.9509	0.982327
IGKV3D-7	-6.8492	0.989187
RBMS3	-7.3245	0.989187
LTN1	-7.8997	0.989187
AL118506.1	-7.7965	0.989187
PELI2	-7.8927	0.989187
SDF2L1	-7.8437	0.989187
C9orf96	-7.2828	0.989187
TSPAN31	-7.3579	0.989187
IL2	-7.8365	0.989187
PPME1	-6.9157	0.989187
KCNJ5	-7.1138	0.986902
ZKSCAN4	-7.5415	0.986902
EIF1AY	-7.7313	0.986902
RHOU	-7.9887	0.989187
MFSD3	-7.911	0.989187
ADAMTSL3	-7.6367	0.989187
TSTD1	-7.6482	0.989187
GNA13	-7.4603	0.989187
UBE2L6	-7.6925	0.989187
YWHAQ	-7.6274	0.989187
AP2A2	-7.6369	0.989187
CST6	-7.7783	0.989187
SLC25A12	-7.871	0.989187
PLA2G3	-7.987	0.989187
CACFD1	-7.6924	0.989187
ARHGEF19	-7.9124	0.989187
IRX4	-7.9588	0.989187
BAG3	-7.3753	0.989187
KIRREL	-7.6848	0.989187
NADK2	-6.9185	0.989187
RAB11FIP1	-6.9496	0.989187
C7orf69	-7.0948	0.989187
ALG5	-6.6615	0.989187
PRKAG3	-7.4313	0.989439
SPANXN3	-7.4034	0.989439
HBCBP	-7.534	0.989439
LHCGR	-7.1934	0.987793
MTRNR2L9	-8.8186	1
C5orf55	-7.7417	0.982327
ANO1	-7.8257	0.989978
DZIP1L	-7.5154	0.989978
IFT57	-7.2434	0.989978
NMUR2	-7.5929	0.989978
MANBA	-7.9506	0.989978
ITM2A	-7.0033	0.989978
AAMDC	-7.452	0.989978
FMO6P	-7.8046	0.989978
SMYD3	-7.7324	0.989978
AMY2B	-7.1541	0.989978
CAMK4	-7.6892	0.989978
HDHD3	-7.3912	0.989978
SNX15	-7.613	0.989978
TBC1D8	-7.5834	0.989978
PUS3	-7.0506	0.989978
EYA4	-7.6889	0.989978
CSDE1	-6.5553	0.966383
RP11-276H1.3	-7.9695	0.989978
LRRC36	-7.1151	0.989978
ARSG	-7.857	0.989978
LRPAP1	-7.7756	0.989978
TBX18	-7.255	0.989978
KRT82	-7.9966	0.989978
AC104841.2	-7.9143	0.989978
ALS2	-7.0945	0.989978
LPAR6	-6.9991	0.989978
OR5L2	-7.5472	0.982856
PANK2	-7.788	0.989187
PCDHA11	-7.2566	0.948956
AL135998.1	-7.7503	1
MCCC1	-7.3246	0.989978
LHFPL4	-7.0658	0.989978
LPXN	-7.6981	0.989978
RP11-1026M7.2	-7.9218	0.989978
SLC44A3	-7.9066	0.989978
ARFIP1	-7.9349	0.989978
ARVCF	-7.9199	0.989978
PAK1	-7.8851	0.989978
CLEC4D	-7.9142	0.989978
FAM111A	-7.6431	0.989978
ENOX1	-7.9308	0.989978
PTHLH	-7.8404	0.989978
KLF6	-7.87	0.989978
HECW2	-7.6584	0.989978
NAV1	-7.6343	0.989978
SESN1	-7.6036	0.989978
PGAM2	-7.8107	0.989978
CDC42BPB	-7.5987	0.989978
TMEM202	-7.727	0.989978
SIK1	-7.7554	0.989978
LETMD1	-7.8021	0.989978
FOLH1	-7.7342	0.989978
RP11-613M10.8	-7.6794	0.989978
C4orf6	-7.8966	0.989978
KRTAP3-2	-7.7751	0.989187
ADAM23	-6.8852	0.989187
MCOLN1	-7.5211	0.989187
HLA-DOB	-7.4418	0.989187
C5orf66	-7.472	0.990177
FUNDC1	-7.5911	0.990177
THSD4	-7.7582	0.990177
IGHV3-33	-7.6758	0.990177
MYH14	-7.7515	0.990177
SCOC	-7.0538	0.990177
SRXN1	-7.739	0.982856
SPAG11A	-7.0605	0.968897
MS4A13	-7.9609	0.968897
PIBF1	-7.4925	0.99038
USP43	-7.489	0.99038
FAM216A	-7.632	0.99038
FITM2	-7.1745	0.99038
FCAMR	-7.774	0.99038
OR5AC2	-7.0743	0.99038
VPS41	-7.1067	0.99038
SLC16A6	-7.4438	0.99038
MYL5	-8.0349	0.989978
RP11-446E24.4	-7.1168	0.969172
KRT222	-6.8852	0.997514
ICAM4	-7.875	0.991354
PLP2	-7.8171	0.991354
VNN1	-7.9908	0.991354
GNE	-7.8628	0.991354
LRRC32	-7.8249	0.991354
DAZAP1	-7.7251	0.991354
DDX4	-7.7191	0.991354
PPP2R2B	-7.9846	0.991354
WDR4	-6.5135	0.989978
PI4K2B	-7.0427	0.991448
KIAA0247	-7.0945	0.991448
NXN	-7.1089	0.991448
PDIA2	-7.1274	0.991448
AL117190.3	-7.2283	0.991448
LRCH3	-7.5753	0.991448
C10orf25	-7.5516	0.991448
FMO2	-7.3764	0.991448
GDF2	-7.5263	0.989978
DNAJC22	-7.8301	0.989978
